MSG_ID,SYMBOL,ENUM_NAME,DEF_LOCALE,REGION_ID,CATEGORY,SEVERITY,FACILITY,STATUS,HELP_TOPIC,CMDHELPCHK,SHORT_TXT,IMPL_STAT,VIS_TIER,OWNER,SRC_AUTH,SRC_FILE,PUB_SURF,USED_RUN,ACTIVE,VER_AT,SUG_ACT,NOTES
MSG_SET_MESSAGE_PROOF_U_F17CB551,SET_MESSAGE_PROOF_USAGE_TEXT,SetMessageProofUsageText,en-US,GLOBAL,USAGE,INFO,SET,active,,,Usage: / SET MESSAGE PROOF ON / SET MESSAGE PROOF OFF / SET MESSAGE PROOF CHECK,implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_EMIT_US_4AD59784,SET_MESSAGE_EMIT_USAGE_TEXT,SetMessageEmitUsageText,en-US,GLOBAL,USAGE,INFO,SET,active,,,Usage: / SET MESSAGE CATALOG CHECK / SET MESSAGE PROOF ON|OFF|CHECK / SET MESSAGE EMIT <symbol> [LOCALE <locale>] [ARG <name> <value>],implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_EMIT_ST_31D36CE0,SET_MESSAGE_EMIT_STATUS_TEXT,SetMessageEmitStatusText,en-US,GLOBAL,STATUS,INFO,SET,active,,,SET MESSAGE EMIT: / current locale: {current_locale} / provider mode: {mode} / active catalog present: {present} / active catalog loaded: {loaded} / message count: {message_count} ,implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_EA0438F9,SET_MESSAGE_CATALOG_REPORT_HEADER_TEXT,SetMessageCatalogReportHeaderText,en-US,GLOBAL,STATUS,INFO,SET,active,,,Message catalog report: report-only / schema intent: SYSTEM_MESSAGES + SYSTEM_MESSAGE_TEXT / messages: {message_count} / text rows: {text_row_count} / locales: {locales} / validati,implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_B18748D7,SET_MESSAGE_CATALOG_REPORT_LOCALE_FILTER_LINE,SetMessageCatalogReportLocaleFilterLine,en-US,GLOBAL,STATUS,INFO,SET,active,,,locale filter: {locale},implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_BF408D6B,SET_MESSAGE_CATALOG_REPORT_SYSTEM_MESSAGES_TITLE,SetMessageCatalogReportSystemMessagesTitle,en-US,GLOBAL,STATUS,INFO,SET,active,,,SYSTEM_MESSAGES preview:,implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_39DA9997,SET_MESSAGE_CATALOG_REPORT_MESSAGE_ROW,SetMessageCatalogReportMessageRow,en-US,GLOBAL,STATUS,INFO,SET,active,,,{key} | owner={owner} | category={category} | severity={severity},implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_3A53AD33,SET_MESSAGE_CATALOG_REPORT_SYSTEM_MESSAGE_TEXT_TITLE,SetMessageCatalogReportSystemMessageTextTitle,en-US,GLOBAL,STATUS,INFO,SET,active,,,SYSTEM_MESSAGE_TEXT preview:,implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_27799331,SET_MESSAGE_CATALOG_REPORT_NO_MATCHING_TEXT_ROWS,SetMessageCatalogReportNoMatchingTextRows,en-US,GLOBAL,STATUS,INFO,SET,active,,,<no matching text rows>,implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_309A3A90,SET_MESSAGE_CATALOG_REPORT_TEXT_ROW,SetMessageCatalogReportTextRow,en-US,GLOBAL,STATUS,INFO,SET,active,,,{key}:{value},implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_MESSAGE_CATALOG_B4726F33,SET_MESSAGE_CATALOG_VALIDATION_ISSUE_ROW_TEXT,SetMessageCatalogValidationIssueRowText,en-US,GLOBAL,STATUS,INFO,SET,active,,,{code} key={key} locale={locale} detail={detail},implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_USAGE_TEXT_A19C3F9E,SET_USAGE_TEXT,SetUsageText,en-US,GLOBAL,USAGE,INFO,SET,active,,,Usage: / SET / SET USAGE / SET <option> [args] / Public options: / SET TABLE BUFFER ON|OFF [ALL] / SET CONSOLE ON|OFF / SET PRINT ON|OFF / SET PRINT TO <file> / SET DEVICE TO SCREE,implemented,core,COMMAND:SET,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ; facility_derived=SET ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_TABLE_BUFFER_US_8F4832EF,SET_TABLE_BUFFER_USAGE_TEXT,SetTableBufferUsageText,en-US,GLOBAL,USAGE,INFO,SET TABLE BUFFER,active,,,Usage: SET TABLE BUFFER ON|OFF [ALL],implemented,core,COMMAND:SET TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET TABLE BUFFER ; facility_derived=SET TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_TABLE_BUFFER_EN_9ABE7AA8,SET_TABLE_BUFFER_ENGINE_UNAVAILABLE_TEXT,SetTableBufferEngineUnavailableText,en-US,GLOBAL,ERROR,ERROR,SET TABLE BUFFER,active,,,TABLE BUFFER: engine not available.,implemented,core,COMMAND:SET TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET TABLE BUFFER ; facility_derived=SET TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_TABLE_BUFFER_AL_2E803E7F,SET_TABLE_BUFFER_ALL_STATUS_TEXT,SetTableBufferAllStatusText,en-US,GLOBAL,STATUS,INFO,SET TABLE BUFFER,active,,,TABLE BUFFER: {state} for {count} open area(s).,implemented,core,COMMAND:SET TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET TABLE BUFFER ; facility_derived=SET TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_TABLE_BUFFER_CA_7E279ACF,SET_TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_TEXT,SetTableBufferCannotDetermineCurrentAreaText,en-US,GLOBAL,ERROR,ERROR,SET TABLE BUFFER,active,,,TABLE BUFFER: cannot determine current area.,implemented,core,COMMAND:SET TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET TABLE BUFFER ; facility_derived=SET TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_TABLE_BUFFER_AR_50811399,SET_TABLE_BUFFER_AREA_STATUS_TEXT,SetTableBufferAreaStatusText,en-US,GLOBAL,STATUS,INFO,SET TABLE BUFFER,active,,,TABLE BUFFER: {state} (area {area}),implemented,core,COMMAND:SET TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET TABLE BUFFER ; facility_derived=SET TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_USAGE__C8FB9B03,TABLE_BUFFER_USAGE_TEXT,TableBufferUsageText,en-US,GLOBAL,USAGE,INFO,TABLE BUFFER,active,,,"Usage: / TABLE / TABLE ALL / TABLE STATUS [ALL] / TABLE BUFFER ON [PERSISTENT|RAM] [<n>|ALL|n,m,...] / TABLE BUFFER OFF [<n>|ALL|n,m,...] / TABLE BUFFER PERSISTENT [ON|OFF] [<n>|AL",implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_TESTAD_BEFDEF5F,TABLE_BUFFER_TESTADD_USAGE_TEXT,TableBufferTestAddUsageText,en-US,GLOBAL,USAGE,INFO,TABLE BUFFER,active,,,Usage: TABLE BUFFER TESTADD <recno> [flags] [field1] [value],implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_AREAS__C87B8639,TABLE_BUFFER_AREAS_ALL_TITLE_TEXT,TableBufferAreasAllTitleText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,areas 0..{last},implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_OCCUPI_98F14DD0,TABLE_BUFFER_OCCUPIED_AREAS_TITLE_TEXT,TableBufferOccupiedAreasTitleText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,occupied areas only,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_AREAS__21D9CA47,TABLE_BUFFER_AREAS_UPDATED_TEXT,TableBufferAreasUpdatedText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,{count} area(s) updated.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_PERSIS_6D200A3F,TABLE_BUFFER_PERSISTENCE_UPDATED_TEXT,TableBufferPersistenceUpdatedText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,{count} area(s) persistence updated.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_INVALI_A7F84E24,TABLE_BUFFER_INVALID_AREA_TEXT,TableBufferInvalidAreaText,en-US,GLOBAL,ERROR,ERROR,TABLE BUFFER,active,,,invalid area.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_STATUS_85D8070C,TABLE_BUFFER_STATUS_HEADER_TEXT,TableBufferStatusHeaderText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,Area {area} buffer:,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_DUMP_H_C66CB70C,TABLE_BUFFER_DUMP_HEADER_TEXT,TableBufferDumpHeaderText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,Area {area} buffer dump:,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_EMPTY__15C5F635,TABLE_BUFFER_EMPTY_BUFFER_TEXT,TableBufferEmptyBufferText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,Area {area} buffer: empty,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_NO_CUR_3391465E,TABLE_BUFFER_NO_CURRENT_ENABLED_AREA_TEXT,TableBufferNoCurrentEnabledAreaText,en-US,GLOBAL,ERROR,ERROR,TABLE BUFFER,active,,,no current enabled area.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_NO_CUR_54812267,TABLE_BUFFER_NO_CURRENT_AREA_SELECTED_OR_ENABLED_TEXT,TableBufferNoCurrentAreaSelectedOrEnabledText,en-US,GLOBAL,ERROR,ERROR,TABLE BUFFER,active,,,no current area selected or not enabled.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_INVALI_960B0960,TABLE_BUFFER_INVALID_RECNO_TEXT,TableBufferInvalidRecnoText,en-US,GLOBAL,ERROR,ERROR,TABLE BUFFER,active,,,invalid recno.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_CANNOT_3C368B02,TABLE_BUFFER_CANNOT_DETERMINE_CURRENT_AREA_SPECIFY_TEXT,TableBufferCannotDetermineCurrentAreaSpecifyText,en-US,GLOBAL,ERROR,ERROR,TABLE BUFFER,active,,,cannot determine current area; specify an area number.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_RESET__250B30E4,TABLE_BUFFER_RESET_ALL_TEXT,TableBufferResetAllText,en-US,GLOBAL,STATUS,INFO,TABLE BUFFER,active,,,reset all areas.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_TABLE_BUFFER_UNKNOW_684D9F8A,TABLE_BUFFER_UNKNOWN_SUBCOMMAND_TEXT,TableBufferUnknownSubcommandText,en-US,GLOBAL,ERROR,ERROR,TABLE BUFFER,active,,,unknown subcommand '{subcommand}'.,implemented,core,COMMAND:TABLE BUFFER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:TABLE BUFFER ; facility_derived=TABLE BUFFER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_CONSOLE_USAGE_T_A6F334AA,SET_CONSOLE_USAGE_TEXT,SetConsoleUsageText,en-US,GLOBAL,USAGE,INFO,SET CONSOLE,active,,,Usage: SET CONSOLE ON|OFF,implemented,core,COMMAND:SET CONSOLE,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET CONSOLE ; facility_derived=SET CONSOLE ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_PRINT_USAGE_TEX_7E31DC6F,SET_PRINT_USAGE_TEXT,SetPrintUsageText,en-US,GLOBAL,USAGE,INFO,SET PRINT,active,,,Usage: SET PRINT ON|OFF | SET PRINT TO <file>,implemented,core,COMMAND:SET PRINT,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET PRINT ; facility_derived=SET PRINT ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_PRINT_TO_USAGE__37672A13,SET_PRINT_TO_USAGE_TEXT,SetPrintToUsageText,en-US,GLOBAL,USAGE,INFO,SET PRINT,active,,,Usage: SET PRINT TO <file>,implemented,core,COMMAND:SET PRINT,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET PRINT ; facility_derived=SET PRINT ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_PRINT_TO_FAILED_9D4916DD,SET_PRINT_TO_FAILED_TEXT,SetPrintToFailedText,en-US,GLOBAL,ERROR,ERROR,SET PRINT,active,,,PRINT TO failed: {path},implemented,core,COMMAND:SET PRINT,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET PRINT ; facility_derived=SET PRINT ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_PRINT_ON_REQUIR_53075362,SET_PRINT_ON_REQUIRES_FILE_TEXT,SetPrintOnRequiresFileText,en-US,GLOBAL,ERROR,ERROR,SET PRINT,active,,,SET PRINT ON requires a file. Use: SET PRINT TO <file>,implemented,core,COMMAND:SET PRINT,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET PRINT ; facility_derived=SET PRINT ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ALTERNATE_USAGE_D6F6C5A0,SET_ALTERNATE_USAGE_TEXT,SetAlternateUsageText,en-US,GLOBAL,USAGE,INFO,SET ALTERNATE,active,,,Usage: SET ALTERNATE ON|OFF | SET ALTERNATE TO <file>,implemented,core,COMMAND:SET ALTERNATE,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ALTERNATE ; facility_derived=SET ALTERNATE ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ALTERNATE_TO_US_BA93FFD5,SET_ALTERNATE_TO_USAGE_TEXT,SetAlternateToUsageText,en-US,GLOBAL,USAGE,INFO,SET ALTERNATE,active,,,Usage: SET ALTERNATE TO <file>,implemented,core,COMMAND:SET ALTERNATE,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ALTERNATE ; facility_derived=SET ALTERNATE ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
